delivery_id,order_id,courier_partner,shipment_date,delivery_date,delivery_status,delivery_charges,customer_rating,transit_days
354,364,Daraz Express (DEX),2024-10-02,2024-10-03,On Time,150,3,1.0
355,365,Leopard Courier,2024-10-01,2024-10-03,On Time,150,4,2.0
356,366,Leopard Courier,2024-09-30,2024-10-04,On Time,150,4,4.0
357,367,Daraz Express (DEX),2024-10-02,2024-10-03,On Time,150,5,1.0
358,368,TCS,2024-10-03,2024-10-07,On Time,150,4,4.0
359,369,Daraz Express (DEX),2024-10-02,2024-10-03,On Time,150,4,1.0
360,370,TCS,2024-10-03,2024-10-06,On Time,150,3,3.0
361,371,Daraz Express (DEX),2024-10-01,2024-10-03,On Time,150,4,2.0
362,372,TCS,2024-10-03,2024-10-05,On Time,150,4,2.0
363,373,Leopard Courier,2024-10-02,2024-10-11,Delayed,250,1,9.0
364,374,Daraz Express (DEX),2024-10-02,2024-10-05,On Time,150,5,3.0
365,375,TCS,2024-10-02,2024-10-06,On Time,150,3,4.0
366,376,Daraz Express (DEX),2024-10-03,2024-10-06,Returned to Sender,150,2,3.0
367,377,Daraz Express (DEX),2024-10-05,2024-10-06,On Time,150,5,1.0
368,378,Daraz Express (DEX),2024-10-04,2024-10-07,On Time,150,4,3.0
369,379,Leopard Courier,2024-10-06,,Delayed,250,1,
370,380,Leopard Courier,2024-10-06,2024-10-10,On Time,150,4,4.0
371,381,Leopard Courier,2024-10-06,2024-10-10,Returned to Sender,150,1,4.0
372,382,TCS,2024-10-05,2024-10-08,On Time,150,3,3.0
373,383,TCS,2024-10-05,,On Time,150,4,
374,384,Daraz Express (DEX),2024-10-05,2024-10-06,Returned to Sender,150,1,1.0
375,385,Leopard Courier,2024-10-04,2024-10-06,Returned to Sender,150,1,2.0
376,386,Daraz Express (DEX),2024-10-05,2024-10-08,On Time,150,4,3.0
377,387,TCS,2024-10-07,2024-10-10,On Time,150,4,3.0
378,388,Leopard Courier,2024-10-07,2024-10-11,On Time,150,4,4.0
379,389,Daraz Express (DEX),2024-10-08,2024-10-10,Returned to Sender,150,1,2.0
380,390,Leopard Courier,2024-10-08,2024-10-11,Returned to Sender,150,2,3.0
381,391,Leopard Courier,2024-10-07,2024-10-09,On Time,150,4,2.0
382,392,Daraz Express (DEX),2024-10-06,2024-10-08,On Time,150,4,2.0
383,393,Leopard Courier,2024-10-08,2024-10-17,Delayed,250,1,9.0
384,394,Daraz Express (DEX),2024-10-09,2024-10-11,On Time,150,4,2.0
385,395,TCS,2024-10-08,2024-10-12,On Time,150,4,4.0
386,396,Daraz Express (DEX),2024-10-07,,On Time,150,4,
387,397,TCS,2024-10-09,2024-10-11,On Time,150,4,2.0
388,398,Leopard Courier,2024-10-08,2024-10-16,Delayed,250,1,8.0
389,399,TCS,2024-10-08,2024-10-14,On Time,250,4,6.0
390,400,Daraz Express (DEX),2024-10-09,2024-10-12,On Time,150,4,3.0
391,401,Daraz Express (DEX),2024-10-09,2024-10-12,Returned to Sender,150,1,3.0
392,402,Daraz Express (DEX),2024-10-09,2024-10-12,On Time,150,4,3.0
393,403,Leopard Courier,2024-10-12,2024-10-17,Delayed,150,2,5.0
394,404,Daraz Express (DEX),2024-10-13,,On Time,150,4,
395,405,Daraz Express (DEX),2024-10-11,2024-10-14,On Time,150,4,3.0
396,406,Daraz Express (DEX),2024-10-14,2024-10-15,On Time,150,4,1.0
397,407,TCS,2024-10-14,2024-10-16,On Time,150,5,2.0
398,408,TCS,2024-10-15,2024-10-22,On Time,250,5,7.0
399,409,Daraz Express (DEX),2024-10-13,2024-10-14,On Time,150,4,1.0
400,410,Daraz Express (DEX),2024-10-13,2024-10-14,On Time,150,4,1.0
401,411,TCS,2024-10-14,2024-10-15,On Time,150,4,1.0
402,412,TCS,2024-10-15,2024-10-16,On Time,150,4,1.0
403,413,Daraz Express (DEX),2024-10-16,2024-10-17,On Time,150,4,1.0
404,415,Daraz Express (DEX),2024-10-16,2024-10-17,On Time,150,4,1.0
405,416,Daraz Express (DEX),2024-10-18,2024-10-21,On Time,150,4,3.0
406,417,TCS,2024-10-18,2024-10-26,Delayed,250,4,8.0
407,418,TCS,2024-10-17,2024-10-20,On Time,150,4,3.0
408,419,Daraz Express (DEX),2024-10-16,2024-10-18,On Time,150,4,2.0
409,420,Daraz Express (DEX),2024-10-19,2024-10-20,On Time,150,4,1.0
410,421,TCS,2024-10-17,2024-10-19,On Time,150,4,2.0
411,422,Leopard Courier,2024-10-17,2024-10-22,Delayed,150,2,5.0
412,423,Daraz Express (DEX),2024-10-18,2024-10-20,On Time,150,5,2.0
413,424,Daraz Express (DEX),2024-10-21,2024-10-22,Returned to Sender,150,2,1.0
414,425,TCS,2024-10-21,2024-10-24,On Time,150,4,3.0
415,426,Leopard Courier,2024-10-21,2024-10-25,Returned to Sender,150,2,4.0
416,427,Daraz Express (DEX),2024-10-21,2024-10-22,On Time,150,4,1.0
417,428,Daraz Express (DEX),2024-10-21,2024-10-24,Returned to Sender,150,1,3.0
418,429,TCS,2024-10-22,2024-10-25,On Time,150,4,3.0
419,430,Daraz Express (DEX),2024-10-24,2024-10-27,On Time,150,5,3.0
420,431,Daraz Express (DEX),2024-10-22,2024-10-25,On Time,150,4,3.0
421,432,Leopard Courier,2024-10-25,2024-10-28,On Time,150,4,3.0
422,433,Daraz Express (DEX),2024-10-25,2024-10-26,On Time,150,4,1.0
423,434,Leopard Courier,2024-10-25,2024-11-02,Delayed,250,2,8.0
424,435,Leopard Courier,2024-10-25,2024-10-28,On Time,150,4,3.0
425,436,Daraz Express (DEX),2024-10-24,2024-10-26,On Time,150,4,2.0
426,437,Daraz Express (DEX),2024-10-25,2024-10-27,On Time,150,4,2.0
427,438,Daraz Express (DEX),2024-10-26,2024-10-28,On Time,150,5,2.0
428,439,Daraz Express (DEX),2024-10-26,2024-10-27,On Time,150,4,1.0
429,440,TCS,2024-10-26,2024-10-30,On Time,150,5,4.0
430,441,Daraz Express (DEX),2024-10-26,2024-10-28,On Time,150,3,2.0
431,442,Leopard Courier,2024-10-26,2024-10-31,Delayed,150,3,5.0
432,443,Daraz Express (DEX),2024-10-27,2024-10-28,On Time,150,4,1.0
433,444,Daraz Express (DEX),2024-10-27,2024-11-05,Delayed,250,2,9.0
434,445,Daraz Express (DEX),2024-10-28,2024-10-31,Returned to Sender,150,1,3.0
435,446,TCS,2024-10-30,2024-10-31,On Time,150,4,1.0
436,447,Daraz Express (DEX),2024-10-30,2024-11-01,On Time,150,4,2.0
437,448,Daraz Express (DEX),2024-10-30,2024-10-31,On Time,150,4,1.0
438,449,Daraz Express (DEX),2024-11-01,2024-11-02,On Time,150,5,1.0
439,450,Daraz Express (DEX),2024-11-02,2024-11-03,On Time,150,4,1.0
440,451,Leopard Courier,2024-11-03,2024-11-06,On Time,150,4,3.0
441,452,Daraz Express (DEX),2024-11-03,2024-11-04,On Time,150,4,1.0
442,453,Daraz Express (DEX),2024-11-02,2024-11-05,On Time,150,4,3.0
443,454,Daraz Express (DEX),2024-11-02,2024-11-03,On Time,150,5,1.0
444,455,Daraz Express (DEX),2024-11-03,2024-11-04,Returned to Sender,150,2,1.0
445,456,Daraz Express (DEX),2024-11-02,2024-11-04,On Time,150,4,2.0
446,457,Daraz Express (DEX),2024-11-02,2024-11-04,On Time,150,5,2.0
447,458,TCS,2024-11-03,2024-11-05,Returned to Sender,150,2,2.0
448,459,Leopard Courier,2024-11-01,2024-11-04,On Time,150,5,3.0
449,460,Daraz Express (DEX),2024-11-01,2024-11-04,On Time,150,5,3.0
450,461,TCS,2024-11-01,2024-11-05,On Time,150,4,4.0
451,462,Daraz Express (DEX),2024-11-02,2024-11-03,On Time,150,5,1.0
452,463,Daraz Express (DEX),2024-11-02,2024-11-03,Returned to Sender,150,3,1.0
453,464,Daraz Express (DEX),2024-11-04,2024-11-07,On Time,150,4,3.0
454,465,Daraz Express (DEX),2024-11-04,2024-11-05,On Time,150,5,1.0
455,466,Daraz Express (DEX),2024-11-04,2024-11-06,On Time,150,5,2.0
456,467,Daraz Express (DEX),2024-11-04,2024-11-07,On Time,150,5,3.0
457,468,Leopard Courier,2024-11-02,2024-11-04,On Time,150,3,2.0
458,469,Leopard Courier,2024-11-02,2024-11-07,Returned to Sender,150,1,5.0
459,470,TCS,2024-11-02,2024-11-03,On Time,150,5,1.0
460,471,Daraz Express (DEX),2024-11-02,2024-11-03,On Time,150,5,1.0
461,472,Daraz Express (DEX),2024-11-04,2024-11-05,On Time,150,5,1.0
462,473,Daraz Express (DEX),2024-11-04,2024-11-05,Returned to Sender,150,2,1.0
463,474,Daraz Express (DEX),2024-11-02,2024-11-03,On Time,150,3,1.0
464,475,TCS,2024-11-02,2024-11-08,Returned to Sender,250,1,6.0
465,476,Daraz Express (DEX),2024-11-02,2024-11-05,On Time,150,4,3.0
466,477,TCS,2024-11-04,2024-11-05,Returned to Sender,150,3,1.0
467,478,Daraz Express (DEX),2024-11-04,2024-11-05,On Time,150,3,1.0
468,479,Daraz Express (DEX),2024-11-03,2024-11-05,On Time,150,4,2.0
469,480,TCS,2024-11-04,2024-11-08,On Time,150,4,4.0
470,481,Daraz Express (DEX),2024-11-05,2024-11-06,On Time,150,4,1.0
471,482,Daraz Express (DEX),2024-11-03,2024-11-04,Returned to Sender,150,1,1.0
472,483,Leopard Courier,2024-11-03,2024-11-07,On Time,150,4,4.0
473,484,Daraz Express (DEX),2024-11-04,2024-11-07,On Time,150,5,3.0
474,485,Daraz Express (DEX),2024-11-05,2024-11-08,On Time,150,3,3.0
475,486,Daraz Express (DEX),2024-11-05,2024-11-06,On Time,150,5,1.0
476,487,Daraz Express (DEX),2024-11-04,2024-11-05,On Time,150,4,1.0
477,488,Daraz Express (DEX),2024-11-05,2024-11-08,On Time,150,4,3.0
478,489,Daraz Express (DEX),2024-11-05,2024-11-08,On Time,150,4,3.0
479,490,TCS,2024-11-03,2024-11-07,On Time,150,5,4.0
480,491,TCS,2024-11-04,2024-11-08,On Time,150,4,4.0
481,492,Daraz Express (DEX),2024-11-04,2024-11-06,On Time,150,4,2.0
482,493,TCS,2024-11-04,2024-11-08,On Time,250,5,4.0
483,495,Daraz Express (DEX),2024-11-04,2024-11-05,On Time,150,5,1.0
484,496,Daraz Express (DEX),2024-11-06,2024-11-09,On Time,150,4,3.0
485,497,TCS,2024-11-05,2024-11-08,Returned to Sender,150,2,3.0
486,498,Leopard Courier,2024-11-04,2024-11-09,Delayed,150,2,5.0
487,499,Daraz Express (DEX),2024-11-05,2024-11-06,On Time,150,4,1.0
488,500,Daraz Express (DEX),2024-11-06,2024-11-07,On Time,150,5,1.0
489,501,Daraz Express (DEX),2024-11-06,2024-11-08,On Time,150,3,2.0
490,502,Daraz Express (DEX),2024-11-05,2024-11-06,On Time,150,5,1.0
491,504,Leopard Courier,2024-11-06,2024-11-11,Delayed,150,2,5.0
492,505,TCS,2024-11-05,2024-11-08,On Time,150,5,3.0
493,506,Leopard Courier,2024-11-04,2024-11-09,Delayed,150,4,5.0
494,507,Daraz Express (DEX),2024-11-06,2024-11-07,Returned to Sender,150,1,1.0
495,508,Daraz Express (DEX),2024-11-05,2024-11-06,On Time,150,4,1.0
496,509,Daraz Express (DEX),2024-11-06,2024-11-09,On Time,150,4,3.0
497,510,Leopard Courier,2024-11-05,2024-11-07,On Time,150,3,2.0
498,511,TCS,2024-11-04,2024-11-06,On Time,150,5,2.0
499,512,Daraz Express (DEX),2024-11-05,2024-11-06,On Time,150,4,1.0
500,513,Daraz Express (DEX),2024-11-05,2024-11-07,On Time,150,4,2.0
501,514,TCS,2024-11-06,2024-11-10,On Time,150,4,4.0
502,515,Daraz Express (DEX),2024-11-05,2024-11-06,On Time,150,4,1.0
503,516,Leopard Courier,2024-11-07,2024-11-10,Returned to Sender,150,2,3.0
504,517,TCS,2024-11-05,2024-11-07,On Time,150,4,2.0
505,518,Daraz Express (DEX),2024-11-05,2024-11-07,On Time,150,4,2.0
506,519,TCS,2024-11-07,2024-11-11,On Time,150,4,4.0
507,520,TCS,2024-11-07,2024-11-14,On Time,250,5,7.0
508,521,Daraz Express (DEX),2024-11-05,2024-11-06,On Time,150,4,1.0
509,522,Daraz Express (DEX),2024-11-07,2024-11-10,Returned to Sender,150,2,3.0
510,523,Daraz Express (DEX),2024-11-07,2024-11-10,On Time,150,3,3.0
511,524,Daraz Express (DEX),2024-11-07,2024-11-09,On Time,150,4,2.0
512,525,TCS,2024-11-05,2024-11-06,On Time,150,5,1.0
513,526,Leopard Courier,2024-11-07,2024-11-10,On Time,150,4,3.0
514,527,Daraz Express (DEX),2024-11-08,2024-11-09,Returned to Sender,150,2,1.0
515,528,Daraz Express (DEX),2024-11-06,2024-11-07,On Time,150,4,1.0
516,529,Daraz Express (DEX),2024-11-07,2024-11-10,Returned to Sender,150,3,3.0
517,530,Daraz Express (DEX),2024-11-08,2024-11-09,On Time,150,5,1.0
518,531,Daraz Express (DEX),2024-11-06,2024-11-07,On Time,150,4,1.0
519,532,TCS,2024-11-06,2024-11-09,On Time,250,5,3.0
520,533,Daraz Express (DEX),2024-11-08,2024-11-09,On Time,150,5,1.0
521,534,Daraz Express (DEX),2024-11-07,2024-11-08,Returned to Sender,150,1,1.0
522,535,Daraz Express (DEX),2024-11-06,2024-11-08,On Time,150,3,2.0
523,536,Daraz Express (DEX),2024-11-08,2024-11-09,On Time,150,4,1.0
524,537,Daraz Express (DEX),2024-11-06,2024-11-08,On Time,150,4,2.0
525,538,TCS,2024-11-08,2024-11-11,On Time,150,4,3.0
526,539,Leopard Courier,2024-11-08,2024-11-13,Delayed,150,3,5.0
527,540,Daraz Express (DEX),2024-11-07,2024-11-08,Returned to Sender,150,1,1.0
528,541,TCS,2024-11-07,2024-11-11,On Time,150,4,4.0
529,542,Daraz Express (DEX),2024-11-09,2024-11-10,On Time,150,3,1.0
530,543,Daraz Express (DEX),2024-11-07,2024-11-08,On Time,150,5,1.0
531,544,Daraz Express (DEX),2024-11-07,2024-11-08,On Time,150,4,1.0
532,545,Daraz Express (DEX),2024-11-08,2024-11-09,On Time,150,4,1.0
533,546,TCS,2024-11-08,2024-11-11,On Time,150,5,3.0
534,548,Daraz Express (DEX),2024-11-07,2024-11-08,Returned to Sender,150,1,1.0
535,549,TCS,2024-11-09,2024-11-10,On Time,150,5,1.0
536,550,Daraz Express (DEX),2024-11-09,2024-11-10,On Time,150,4,1.0
537,551,Daraz Express (DEX),2024-11-09,2024-11-12,On Time,150,5,3.0
538,552,TCS,2024-11-08,2024-11-12,On Time,150,4,4.0
539,553,TCS,2024-11-09,2024-11-12,Returned to Sender,250,1,3.0
540,554,Daraz Express (DEX),2024-11-10,2024-11-12,On Time,150,4,2.0
541,555,Daraz Express (DEX),2024-11-10,2024-11-11,Returned to Sender,150,2,1.0
542,556,Daraz Express (DEX),2024-11-08,2024-11-10,Returned to Sender,150,1,2.0
543,557,Daraz Express (DEX),2024-11-09,2024-11-10,On Time,150,5,1.0
544,558,TCS,2024-11-10,2024-11-14,On Time,150,5,4.0
545,559,Leopard Courier,2024-11-10,2024-11-15,Delayed,150,4,5.0
546,560,TCS,2024-11-09,2024-11-13,On Time,150,5,4.0
547,561,TCS,2024-11-08,2024-11-12,On Time,150,5,4.0
548,562,Daraz Express (DEX),2024-11-11,2024-11-14,On Time,150,5,3.0
549,563,TCS,2024-11-10,2024-11-11,On Time,150,4,1.0
550,564,Daraz Express (DEX),2024-11-11,2024-11-12,On Time,150,4,1.0
551,565,Daraz Express (DEX),2024-11-11,2024-11-12,On Time,150,5,1.0
552,566,Daraz Express (DEX),2024-11-10,2024-11-11,Returned to Sender,150,1,1.0
553,567,Daraz Express (DEX),2024-11-09,2024-11-12,On Time,150,4,3.0
554,568,Daraz Express (DEX),2024-11-09,2024-11-10,On Time,150,5,1.0
555,569,Daraz Express (DEX),2024-11-10,2024-11-11,On Time,150,5,1.0
556,570,TCS,2024-11-10,2024-11-12,On Time,150,3,2.0
557,571,Daraz Express (DEX),2024-11-10,2024-11-11,On Time,150,3,1.0
558,572,TCS,2024-11-11,2024-11-12,On Time,150,5,1.0
559,573,Daraz Express (DEX),2024-11-11,2024-11-12,On Time,150,5,1.0
560,574,Daraz Express (DEX),2024-11-10,2024-11-15,On Time,250,5,5.0
561,575,Daraz Express (DEX),2024-11-09,2024-11-13,On Time,250,5,4.0
562,576,Leopard Courier,2024-11-10,2024-11-14,On Time,150,5,4.0
563,577,TCS,2024-11-11,,On Time,150,5,
564,578,Daraz Express (DEX),2024-11-10,2024-11-11,Returned to Sender,150,2,1.0
565,579,TCS,2024-11-10,2024-11-11,On Time,150,4,1.0
566,580,Daraz Express (DEX),2024-11-12,2024-11-14,Returned to Sender,150,2,2.0
567,581,Leopard Courier,2024-11-12,2024-11-15,On Time,150,5,3.0
568,582,TCS,2024-11-11,2024-11-14,Returned to Sender,150,1,3.0
569,583,Daraz Express (DEX),2024-11-11,2024-11-12,On Time,150,4,1.0
570,584,Daraz Express (DEX),2024-11-11,2024-11-12,On Time,150,5,1.0
571,585,Daraz Express (DEX),2024-11-12,2024-11-15,On Time,150,4,3.0
572,586,TCS,2024-11-12,2024-11-16,On Time,150,4,4.0
573,587,Daraz Express (DEX),2024-11-10,2024-11-11,Returned to Sender,150,1,1.0
574,588,Leopard Courier,2024-11-12,2024-11-15,On Time,150,4,3.0
575,589,TCS,2024-11-10,2024-11-14,On Time,150,5,4.0
576,590,TCS,2024-11-11,2024-11-13,On Time,150,4,2.0
577,591,Leopard Courier,2024-11-10,2024-11-14,On Time,150,4,4.0
578,592,Daraz Express (DEX),2024-11-11,2024-11-16,On Time,250,4,5.0
579,593,Leopard Courier,2024-11-10,2024-11-13,On Time,150,3,3.0
580,594,Leopard Courier,2024-11-12,2024-11-14,On Time,150,4,2.0
581,595,Daraz Express (DEX),2024-11-12,2024-11-13,On Time,150,5,1.0
582,596,Daraz Express (DEX),2024-11-11,2024-11-12,On Time,150,4,1.0
583,597,TCS,2024-11-10,2024-11-18,Delayed,250,3,8.0
584,598,Daraz Express (DEX),2024-11-11,2024-11-13,On Time,150,3,2.0
585,599,Daraz Express (DEX),2024-11-12,2024-11-14,Returned to Sender,150,1,2.0
586,600,Leopard Courier,2024-11-12,2024-11-17,Delayed,150,3,5.0
587,601,Daraz Express (DEX),2024-11-11,2024-11-13,On Time,150,3,2.0
588,602,Daraz Express (DEX),2024-11-11,2024-11-13,On Time,150,4,2.0
589,603,Daraz Express (DEX),2024-11-11,2024-11-13,On Time,150,5,2.0
590,604,Leopard Courier,2024-11-13,2024-11-18,Returned to Sender,150,1,5.0
591,605,Daraz Express (DEX),2024-11-11,2024-11-12,Returned to Sender,150,1,1.0
592,606,Daraz Express (DEX),2024-11-13,2024-11-19,Returned to Sender,250,2,6.0
593,607,Daraz Express (DEX),2024-11-12,2024-11-13,Returned to Sender,150,1,1.0
594,608,Daraz Express (DEX),2024-11-11,2024-11-14,Returned to Sender,150,1,3.0
595,609,Daraz Express (DEX),2024-11-11,2024-11-12,On Time,150,5,1.0
596,610,TCS,2024-11-12,2024-11-14,On Time,150,4,2.0
597,611,TCS,2024-11-13,2024-11-15,On Time,150,3,2.0
598,612,Leopard Courier,2024-11-12,2024-11-16,On Time,150,4,4.0
599,613,TCS,2024-11-11,2024-11-17,On Time,250,4,6.0
600,614,Daraz Express (DEX),2024-11-14,2024-11-17,On Time,150,4,3.0
601,615,TCS,2024-11-14,2024-11-15,On Time,150,4,1.0
602,616,TCS,2024-11-13,2024-11-14,Returned to Sender,150,2,1.0
603,617,Leopard Courier,2024-11-13,2024-11-22,Delayed,250,2,9.0
604,618,TCS,2024-11-14,2024-11-17,Returned to Sender,150,3,3.0
605,619,Daraz Express (DEX),2024-11-13,2024-11-14,On Time,150,5,1.0
606,620,Daraz Express (DEX),2024-11-12,2024-11-13,On Time,150,4,1.0
607,621,Daraz Express (DEX),2024-11-14,2024-11-18,Returned to Sender,250,2,4.0
608,622,TCS,2024-11-12,2024-11-15,On Time,150,4,3.0
609,623,Daraz Express (DEX),2024-11-14,2024-11-15,Returned to Sender,150,1,1.0
610,624,Daraz Express (DEX),2024-11-13,2024-11-14,On Time,150,4,1.0
611,626,TCS,2024-11-12,2024-11-16,On Time,150,4,4.0
612,627,Daraz Express (DEX),2024-11-13,2024-11-14,Returned to Sender,150,3,1.0
613,628,Leopard Courier,2024-11-13,2024-11-17,On Time,250,5,4.0
614,629,Daraz Express (DEX),2024-11-14,2024-11-16,On Time,150,3,2.0
615,630,TCS,2024-11-15,2024-11-19,On Time,150,4,4.0
616,631,Daraz Express (DEX),2024-11-13,2024-11-16,On Time,150,5,3.0
617,632,Daraz Express (DEX),2024-11-13,2024-11-15,On Time,150,5,2.0
618,633,Daraz Express (DEX),2024-11-13,2024-11-16,On Time,150,5,3.0
619,634,TCS,2024-11-14,2024-11-16,On Time,150,4,2.0
620,635,Daraz Express (DEX),2024-11-15,2024-11-17,On Time,150,5,2.0
621,636,Daraz Express (DEX),2024-11-14,2024-11-15,On Time,150,4,1.0
622,637,TCS,2024-11-14,2024-11-18,On Time,150,4,4.0
623,638,Leopard Courier,2024-11-14,2024-11-18,On Time,250,4,4.0
624,639,Leopard Courier,2024-11-14,2024-11-25,Delayed,250,2,11.0
625,640,Daraz Express (DEX),2024-11-15,2024-11-16,On Time,150,4,1.0
626,641,Leopard Courier,2024-11-16,2024-11-18,On Time,150,5,2.0
627,642,Daraz Express (DEX),2024-11-16,2024-11-17,On Time,150,3,1.0
628,643,TCS,2024-11-15,2024-11-18,On Time,150,4,3.0
629,644,Daraz Express (DEX),2024-11-16,2024-11-18,Returned to Sender,150,2,2.0
630,645,Daraz Express (DEX),2024-11-16,2024-11-17,On Time,150,4,1.0
631,646,TCS,2024-11-14,2024-11-15,On Time,150,4,1.0
632,647,Daraz Express (DEX),2024-11-15,2024-11-17,On Time,150,4,2.0
633,648,Daraz Express (DEX),2024-11-15,2024-11-17,On Time,150,4,2.0
634,649,TCS,2024-11-16,2024-11-18,On Time,150,5,2.0
635,650,Daraz Express (DEX),2024-11-15,2024-11-18,On Time,150,4,3.0
636,651,Daraz Express (DEX),2024-11-15,2024-11-16,On Time,150,5,1.0
637,652,TCS,2024-11-15,,On Time,150,5,
638,654,Daraz Express (DEX),2024-11-16,2024-11-19,On Time,150,4,3.0
639,655,Daraz Express (DEX),2024-11-17,2024-11-20,On Time,150,4,3.0
640,656,Daraz Express (DEX),2024-11-15,2024-11-16,On Time,150,4,1.0
641,658,Daraz Express (DEX),2024-11-17,2024-11-18,On Time,150,4,1.0
642,659,Daraz Express (DEX),2024-11-16,2024-11-17,Returned to Sender,150,1,1.0
643,660,Leopard Courier,2024-11-15,2024-11-17,On Time,150,4,2.0
644,661,TCS,2024-11-15,2024-11-19,On Time,250,4,4.0
645,662,Leopard Courier,2024-11-16,2024-11-18,On Time,150,5,2.0
646,663,Daraz Express (DEX),2024-11-15,2024-11-17,On Time,150,4,2.0
647,664,TCS,2024-11-15,2024-11-18,On Time,150,3,3.0
648,665,Daraz Express (DEX),2024-11-18,2024-11-19,On Time,150,4,1.0
649,666,Daraz Express (DEX),2024-11-16,2024-11-18,On Time,150,5,2.0
650,667,TCS,2024-11-18,2024-11-25,On Time,250,4,7.0
651,668,TCS,2024-11-16,2024-11-18,On Time,150,4,2.0
652,669,Daraz Express (DEX),2024-11-17,2024-11-19,On Time,150,4,2.0
653,670,Daraz Express (DEX),2024-11-19,2024-11-22,On Time,150,4,3.0
654,671,Leopard Courier,2024-11-18,2024-11-21,Returned to Sender,150,2,3.0
655,672,Daraz Express (DEX),2024-11-17,2024-11-18,On Time,150,4,1.0
656,673,Daraz Express (DEX),2024-11-20,2024-11-22,On Time,150,3,2.0
657,674,TCS,2024-11-18,2024-11-22,On Time,150,3,4.0
658,675,Daraz Express (DEX),2024-11-20,2024-11-22,On Time,150,3,2.0
659,676,Daraz Express (DEX),2024-11-21,2024-11-22,On Time,150,5,1.0
660,677,Daraz Express (DEX),2024-11-22,2024-11-24,On Time,150,5,2.0
661,678,TCS,2024-11-22,2024-11-25,On Time,150,4,3.0
662,679,Leopard Courier,2024-11-21,2024-11-25,On Time,150,4,4.0
663,680,Daraz Express (DEX),2024-11-22,2024-11-23,On Time,150,4,1.0
664,681,Leopard Courier,2024-11-21,2024-11-23,On Time,150,5,2.0
665,682,Leopard Courier,2024-11-22,2024-11-27,On Time,250,4,5.0
666,683,Daraz Express (DEX),2024-11-24,2024-11-25,On Time,150,4,1.0
667,684,Leopard Courier,2024-11-22,2024-11-26,On Time,150,5,4.0
668,685,TCS,2024-11-23,2024-11-25,On Time,150,4,2.0
669,686,TCS,2024-11-24,2024-11-25,On Time,150,4,1.0
670,687,Daraz Express (DEX),2024-11-25,2024-11-26,On Time,150,4,1.0
671,689,Leopard Courier,2024-11-25,2024-11-27,On Time,150,4,2.0
672,690,TCS,2024-11-23,2024-11-24,On Time,150,4,1.0
673,691,Daraz Express (DEX),2024-11-25,2024-11-26,On Time,150,3,1.0
674,692,Daraz Express (DEX),2024-11-26,2024-11-27,On Time,150,5,1.0
675,693,Leopard Courier,2024-11-25,2024-11-28,On Time,150,3,3.0
676,694,TCS,2024-11-26,2024-11-28,On Time,150,4,2.0
677,695,Daraz Express (DEX),2024-11-25,2024-11-26,On Time,150,4,1.0
678,696,Daraz Express (DEX),2024-11-24,2024-11-27,On Time,150,4,3.0
679,697,TCS,2024-11-27,2024-12-01,Returned to Sender,150,3,4.0
680,698,Daraz Express (DEX),2024-11-25,2024-11-26,On Time,150,4,1.0
681,699,TCS,2024-11-25,2024-11-28,On Time,150,4,3.0
682,700,Daraz Express (DEX),2024-11-25,2024-11-28,On Time,150,4,3.0
683,701,TCS,2024-11-25,2024-11-26,On Time,150,4,1.0
684,702,Leopard Courier,2024-11-25,2024-11-29,On Time,150,4,4.0
685,703,Daraz Express (DEX),2024-11-27,2024-11-28,On Time,150,4,1.0
686,704,Daraz Express (DEX),2024-11-28,2024-11-30,Returned to Sender,150,1,2.0
687,705,Leopard Courier,2024-11-26,2024-12-04,Returned to Sender,250,2,8.0
688,706,Daraz Express (DEX),2024-11-27,2024-11-28,On Time,150,5,1.0
689,707,Daraz Express (DEX),2024-11-26,2024-11-27,On Time,150,4,1.0
690,708,Daraz Express (DEX),2024-11-28,2024-12-01,On Time,150,4,3.0
691,709,Daraz Express (DEX),2024-11-27,2024-11-28,On Time,150,4,1.0
692,710,TCS,2024-11-28,2024-11-30,On Time,150,5,2.0
693,711,Leopard Courier,2024-11-29,2024-12-03,On Time,150,4,4.0
694,712,TCS,2024-11-28,2024-12-02,On Time,150,4,4.0
695,713,Daraz Express (DEX),2024-11-29,2024-12-02,Returned to Sender,150,1,3.0
696,714,Daraz Express (DEX),2024-11-28,2024-11-29,On Time,150,4,1.0
